feature,ensemble_score,anova,mutual_info,random_forest,extra_trees,variance,cluster_separation
77-danceability,0.1668591553258294,0.22533440968262564,0.10439098813899547,0.08319913508161049,0.11552459935761392,0.3333333333333333,0.2234550502407639
45-MFCCs3std,0.16636384596424267,0.25824417448968184,0.09953852721216401,0.07093798433475061,0.060015419819938805,0.3333333333333333,0.2537185372611511
42-SpectralRolloffstd,0.16534758224900648,0.16606505924307366,0.07433593319384058,0.03495423000853455,0.033390998363915646,0.6666666666666666,0.30297968376509016
20-MFCCs12m,0.1646735989649781,0.1372116948816239,0.03604040865076091,0.0364076675643424,0.020537965021794245,1.0,0.12800365248282308
30-ChromaVector9m,0.1637308058967962,0.23109660536698887,0.08710519359097069,0.0618322597174734,0.0207205754636752,0.3333333333333333,0.3972774424047553
33-ChromaVector12m,0.16200096026863992,0.22239664775363663,0.06678539198339731,0.019860121101408966,0.0491785564017508,0.3333333333333333,0.4836257891967353
energy_variance_8bar,0.1617710474959875,0.3388980784959499,0.11879262064556075,0.05926205732116105,0.16283637115184288,0.0,0.17010136605879217
cyclic_fourier_peak5_mean,0.16040193192854593,0.24635605418881656,0.08885550533958336,0.06453942631358979,0.12691422777769756,0.3333333333333333,0.1576346455071919
cyclic_fourier_peak5_s,0.1596624398348022,0.04313723631516245,0.5023912160101374,0.03539309380756736,0.04475738281004707,0.3333333333333333,0.012743280376302488
auto_peak3_std,0.15907992837242044,0.2122743093164,0.08644301937859739,0.06556894357201094,0.07826828287201955,0.3333333333333333,0.30535382689062496
cyclic_fourier_peak3_mean,0.1572798644723777,0.2843049179242509,0.14070986624162396,0.08758318305086597,0.12260026505388635,0.0,0.22154985374734074
23-ChromaVector2m,0.15558805620566035,0.19405550559019225,0.06934592863720271,0.01770409647683357,0.052904939721867994,0.3333333333333333,0.4839510049369151
84-beats_loudness_band_ratio.mean4,0.1531547226476101,0.24134254312854506,0.08589215774427868,0.05793054575081743,0.07705467585331412,0.3333333333333333,0.19163011455124163
46-MFCCs4std,0.15285198656264234,0.24349094565864776,0.0839308998787442,0.053469855249727166,0.043467644595836456,0.3333333333333333,0.2464561909957733
29-ChromaVector8m,0.1524324573379413,0.20582651705763383,0.07828558514118664,0.034250092335892685,0.07630927191457594,0.3333333333333333,0.3368896845759727
52-MFCCs10std,0.15197663128013567,0.21703994564405746,0.08183037380748757,0.05427195279559343,0.04776079697383085,0.3333333333333333,0.2999872666909715
cyclic_auto_peak3_mean,0.1511858582339194,0.14534112328269932,0.1360231205739834,0.09899774186623392,0.16868231022614252,0.3333333333333333,0.0921072505794638
24-ChromaVector3m,0.1508865771578356,0.19680189865321573,0.06776669142010339,0.028179801124176063,0.036790386419803915,0.3333333333333333,0.43644912689371845
48-MFCCs6std,0.1508710461284148,0.24258755620943637,0.07459475783959138,0.030208175667552163,0.059247553019996825,0.3333333333333333,0.27043104088294123
hp_ratio_std,0.15032985978913393,0.20524423885853973,0.06804762022829737,0.04940078310738478,0.07666946049806546,0.3333333333333333,0.30695366999319407
92-beats_loudness_band_ratio.stdev6,0.14974793968131703,0.18816825787753294,0.08562968952408216,0.07611597234851232,0.14057659206387554,0.3333333333333333,0.15936920694500237
50-MFCCs8std,0.14860562372940073,0.22065741868517327,0.08761667908037905,0.042914053155644734,0.04395334141488164,0.3333333333333333,0.27408788065337064
hp_ratio_mean,0.1485081931006513,0.1452319829462118,0.04440985086624481,0.03686423133011801,0.04542739016740997,0.6666666666666666,0.22464605733047613
16-MFCCs8m,0.1482878828526953,0.17564915393385835,0.06462083781321441,0.011019326015842892,0.01785662336453837,0.6666666666666666,0.19902401432071842
31-ChromaVector10m,0.14827769045921443,0.19797397987957463,0.06584215190517201,0.05197632778110053,0.05132866718358717,0.3333333333333333,0.3418786614119488
21-MFCCs13m,0.14739436471502868,0.10368618724168467,0.029737028316872745,0.020264680125281802,0.010622063469949363,1.0,0.09879166695684205
26-ChromaVector5m,0.14737151537975185,0.19758920476183223,0.07313313039635647,0.021671044423224785,0.03787602872618719,0.3333333333333333,0.39998641583116123
28-ChromaVector7m,0.14702406375639665,0.2027606489669861,0.07279504814277549,0.026241823573163056,0.03435388670619427,0.3333333333333333,0.38040110832199975
spectral_contrast_band5_std,0.146536468810672,0.2085764568094926,0.07238830290822972,0.04952793061047712,0.0678647163946571,0.3333333333333333,0.264960671120256
rms_kurtosis,0.1452130350915902,0.23478822337090935,0.07500104631313488,0.04900976505080049,0.09817172565236446,0.3333333333333333,0.13654724794887774
12-MFCCs4m,0.14408678757181875,0.21042620032744627,0.0712920163607554,0.06895836590714943,0.06835004989761725,0.3333333333333333,0.1984432021840028
14-MFCCs6m,0.1432056425108116,0.21301394824777778,0.09244183822972626,0.042109952197271205,0.02588013067277125,0.3333333333333333,0.2582644442921864
cyclic_auto_peak3_s,0.1428512750322047,0.15729908181733426,0.2529251581419288,0.027289765374637072,0.23660238934944086,0.0,0.1199316147214183
56-ChromaVector1std,0.1414725390248392,0.1525229391127835,0.04554996968396858,0.027655401606753338,0.05279968751807936,0.3333333333333333,0.4744744352745368
53-MFCCs11std,0.14078853788914109,0.1992369463442489,0.06688997873731059,0.0396256963975632,0.06871104162493132,0.3333333333333333,0.2603617669903106
15-MFCCs7m,0.14045575334116941,0.20042402996753148,0.08356488273527532,0.04077095052236862,0.036624363714782275,0.3333333333333333,0.2665559130720706
auto_peak2_std,0.13975912636492166,0.1855971768965059,0.08875474765168086,0.04602769851565683,0.029399919898414253,0.3333333333333333,0.2866002158923218
cyclic_auto_peak4_s,0.13742508365531805,0.05251273544202556,0.2840823560006736,0.0397906032152012,0.15936961869196006,0.3333333333333333,0.02283531814509361
groove_pump_ratio,0.1369187519111586,0.0,0.1554768821287499,0.14706268775933062,0.06496114177917203,0.6666666666666666,0.0
spectral_contrast_band4_std,0.135823612517017,0.20266579223644574,0.053256779089983754,0.06292367248007243,0.05310082713317603,0.3333333333333333,0.20622616740584607
22-ChromaVector1m,0.13563022540566777,0.1678682458536274,0.04253726813403588,0.029521076383915393,0.0468365158388406,0.3333333333333333,0.3889268432951124
13-MFCCs5m,0.1352626424992935,0.17630002799213793,0.06471984944004619,0.04701454739421165,0.06283748462249876,0.3333333333333333,0.2608180010769931
68-ChromaDeviationstd,0.1336137725019117,0.1708536953198642,0.05741092498003514,0.03668754232189221,0.03128784447381342,0.3333333333333333,0.3405414520715482
62-ChromaVector7std,0.1323573228335577,0.15168361260399618,0.030918425450975937,0.028498446038436345,0.004726571687013269,0.3333333333333333,0.4851072629829086
cyclic_auto_peak4_mean,0.13101000151774017,0.16590327112602932,0.16418778561475536,0.11759988591359136,0.16030259103119968,0.0,0.09131260775883544
cyclic_auto_peak1_std,0.12979754230820828,0.1865232230453875,0.09581339564967044,0.07220063667768344,0.12181361167137233,0.0,0.3129188833068477
40-SpectralEntropystd,0.129756886039089,0.1711006235301513,0.07235454778225735,0.020733723509557798,0.025925381526880502,0.3333333333333333,0.31141935335822735
cyclic_fourier_peak2_std,0.12949142348495027,0.22066420211152624,0.06597621274388603,0.08473718885851904,0.14236804740569547,0.0,0.22827485525733385
55-MFCCs13std,0.12854032977959173,0.16594242894071004,0.06104664650730584,0.055236702654186974,0.06219479427074042,0.3333333333333333,0.2113550023817125
89-beats_loudness_band_ratio.stdev3,0.12848478281654724,0.11433531784678445,0.02686219248976611,0.0,0.02237392486756068,0.6666666666666666,0.24505759460097137
83-beats_loudness_band_ratio.mean3,0.12699193829388894,0.18292277977606897,0.05725799955152793,0.02691792300892025,0.026980013586096335,0.3333333333333333,0.2704572346653429
cyclic_auto_peak2_std,0.12573215890621897,0.11840301920699606,0.07053265303571518,0.0669195135356405,0.10892653775540612,0.3333333333333333,0.1896865679355459
auto_peak5_std,0.12563451698262623,0.22476825607786968,0.09156563554684456,0.04565888368412005,0.08385872860535928,0.0,0.29418739826162005
auto_peak1_std,0.12336007372706828,0.1526796340557025,0.07177324399959432,0.022928192687734984,0.04451162545355292,0.3333333333333333,0.26239800724310536
cyclic_auto_peak5_std,0.12280389170286615,0.10736400674059558,0.03047932279294304,0.022239297893334974,0.013284321779512687,0.6666666666666666,0.1675985094686807
61-ChromaVector6std,0.12220916159093871,0.141099277541261,0.0028652680477388543,0.017685276584007092,0.015862702200488774,0.3333333333333333,0.4711149461586762
spectral_contrast_band1_std,0.12188337582579058,0.17668415606965274,0.052850523847079264,0.060807914627731094,0.08712389869946624,0.3333333333333333,0.08578730975162051
66-ChromaVector11std,0.1211490876920693,0.1247406218571121,0.0258932635286277,0.02608088584164485,0.016834368518686024,0.3333333333333333,0.4371061374260053
58-ChromaVector3std,0.12090813577803654,0.11844322943090471,0.040495431448477996,0.025687308145666575,0.011378663439186894,0.3333333333333333,0.4302064765227008
44-MFCCs2std,0.11859108526817819,0.18307023179260984,0.05208605281050274,0.03619588391272882,0.02144716884254125,0.3333333333333333,0.18616731315664914
cyclic_auto_peak5_s,0.11691321074134545,0.10721676557191712,0.20745328260296766,0.08166993392238472,0.19663812545378617,0.0,0.027886572252277485
17-MFCCs9m,0.11138108601291818,0.14911268767851,0.04496169960938594,0.030306957836212844,0.04660615878913298,0.3333333333333333,0.18724925452467647
65-ChromaVector10std,0.10888504867762644,0.14596229966107138,0.04209684325930335,0.04351777691423497,0.04859333936077816,0.0,0.479825488235342
spectral_contrast_band6_std,0.1064652295404943,0.18261314486382313,0.06196860123071009,0.06589898569952679,0.08421933462590336,0.0,0.22605525744605626
59-ChromaVector4std,0.10429320251405307,0.09617028596078189,0.021216643776790077,0.02104996812342785,0.00947680615742742,0.3333333333333333,0.3704245438686655
cyclic_auto_peak3_std,0.10427201123885134,0.11110740128970235,0.039782952912247455,0.03270591096386175,0.05223241825463671,0.3333333333333333,0.20829192069675054
54-MFCCs12std,0.10264980423877185,0.18697706536271838,0.06721852046743276,0.04089294484678111,0.0606239627516692,0.0,0.2518965042249909
spectral_contrast_band3_std,0.10037217334712263,0.07846284584292369,0.00483416025686578,0.032254063735736,0.010473822265091776,0.6666666666666666,0.05101077081440917
spectral_contrast_band1_mean,0.09656376951295537,0.18000011525700177,0.06699591367568822,0.045292133478332955,0.12004055160903927,0.0,0.11100048526544803
27-ChromaVector6m,0.09558745220184943,0.18014643383845508,0.05082041780706347,0.015315230991924129,0.011898114636109966,0.0,0.35538996787021643
39-SpectralSpreadstd,0.09341576903666911,0.15564727536404363,0.06192614169335726,0.04216026211676626,0.07164650000553124,0.0,0.2293969443280382
82-beats_loudness_band_ratio.mean2,0.08824402810964883,0.11257682182184377,0.02187986624268795,0.05358627006649998,0.04477023353210224,0.3333333333333333,0.04957727029201646
90-beats_loudness_band_ratio.stdev4,0.08790668891716419,0.19729216615058104,0.04715353942717374,0.0419160279995085,0.022650559798367012,0.0,0.1737214992442743
cyclic_auto_peak4_std,0.08541386887769867,0.139541047602929,0.038333015244883015,0.07807846417317248,0.0899171696322968,0.0,0.1375873564851079
67-ChromaVector12std,0.0789727273999519,0.127617781128462,0.015844147057404903,0.013082653436191697,0.001993579907640478,0.0,0.40983885032971
spectral_contrast_band3_mean,0.07489052070621821,0.08793470749865906,0.008086783080907435,0.05284099609447957,0.023631259174739416,0.3333333333333333,0.03843265786931789
19-MFCCs11m,0.07342061828326665,0.09460313461729859,4.26362531704475e-05,0.030898400261278484,0.008890752554998053,0.3333333333333333,0.08914681109469176
spectral_contrast_band2_mean,0.06920167401109029,0.08589033738914803,0.011576931642761974,0.033992541278172056,0.016623451317294792,0.3333333333333333,0.02788344048688907
spectral_contrast_band2_std,0.06018694640150367,0.059596465039393774,0.012438611182741578,0.03182304357846752,0.006047006600256049,0.3333333333333333,0.02195114866041668
88-beats_loudness_band_ratio.stdev2,0.027591375009755177,0.06376517277293715,0.0,0.02391509596245609,0.018583044728616337,0.0,0.04079605914737215
