genre1,genre2,co_clustering,centroid_distance,min_distance,overlap_ratio,n_tracks_g1,n_tracks_g2
Downtempo,Nu Disco - Disco,0.3056184447533556,14.27551329356128,6.2717491264283876,1.241115700529939,90,96
Downtempo,Organic House,0.4414978702844525,13.996787905525556,4.863379400801427,1.2205288397253355,90,95
Downtempo,Progressive House,0.2056274369802979,8.248710766028886,5.505452369870069,1.3415184487993437,90,92
Downtempo,Psy-Trance,0.0,9.013251952985774,7.3947693222326905,1.5532235056058814,90,97
Downtempo,Tech House,0.0,10.169278037486102,5.853118211892638,1.4726363679295311,90,98
Downtempo,Techno (Peak Time - Driving),0.0,16.782340559445174,5.871615931408743,1.5273387415066917,90,95
Downtempo,Techno (Raw - Deep - Hypnotic),0.0,24.285196222013035,6.831036817918538,1.7037007357487113,90,98
Downtempo,Trance (Main Floor),0.0,18.01195554751797,6.850706118360825,1.686920846209421,90,98
Downtempo,Trance (Raw - Deep - Hypnotic),0.0090788064521512,9.779412440247336,6.039389673150496,1.735537380251675,90,96
Downtempo,Trap - Future Bass,0.0,21.542563687839625,8.486117509198802,1.7863242013363159,90,93
Downtempo,UK Garage - Bassline,0.0,19.40759130623958,7.568716350957383,1.6322879921899824,90,96
Drum & Bass,Dubstep,0.5830714880866988,15.633099569040958,5.752962731018508,2.4637008284987028,93,96
Drum & Bass,Electro (Classic - Detroit - Modern),0.0,36.60446210973367,8.136096964247834,1.7301687004071502,93,96
Drum & Bass,Electronica,0.0,10.322434446643976,7.571295844005097,1.6360250522593025,93,95
Drum & Bass,Funky House,0.1032179968146511,9.128734155113357,8.84262658182763,1.7586307835573878,93,98
Drum & Bass,Hard Dance - Hardcore - Neo Rave,0.1700636509922754,9.365714092749235,6.211667647765797,1.7381871934154312,93,98
Drum & Bass,Hard Techno,0.0887316952500266,10.80413736890655,7.583760271274243,1.8434821346219536,93,96
Drum & Bass,House,0.0,13.777814778238946,8.978849203627366,1.7762872349833532,93,96
Drum & Bass,Indie Dance,0.0,25.76087417169951,8.244363024260753,1.7937168860669692,93,96
Drum & Bass,Jackin House,0.0,10.338017240955022,8.530809096904743,1.7765346151579449,93,97
Drum & Bass,Mainstage,0.0,8.273045095402265,7.868549450419572,1.7232933738400016,93,95
Drum & Bass,Melodic House & Techno,0.0,10.025815110252724,7.952509786029683,1.7481554339404481,93,94
Drum & Bass,Minimal - Deep Tech,0.0,31.36617102297331,9.332210965416266,1.9054887051406872,93,98
Drum & Bass,Nu Disco - Disco,0.0,9.516800159186392,8.324891727469101,1.792619642018947,93,96
Drum & Bass,Organic House,0.0,31.659181036785277,8.552936381669449,1.9178185226804172,93,95
Drum & Bass,Progressive House,0.0,23.482942672074195,8.515318728071257,1.9742527868781683,93,92
Drum & Bass,Psy-Trance,0.0,17.979604006421425,8.183697164601249,2.0117782639062765,93,97
Drum & Bass,Tech House,0.0,25.924227979838598,8.390888381024267,1.7766888126950873,93,98
Drum & Bass,Techno (Peak Time - Driving),0.0,10.031404097942236,7.662227914695898,1.8450213170329173,93,95
Drum & Bass,Techno (Raw - Deep - Hypnotic),0.0,41.44318490799688,9.274552742099965,2.287556662282595,93,98
Drum & Bass,Trance (Main Floor),0.0,10.84811476734175,8.026043423785698,1.9222744840343475,93,98
Drum & Bass,Trance (Raw - Deep - Hypnotic),0.0,25.297274425167075,8.306925428502879,2.378174861059774,93,96
Drum & Bass,Trap - Future Bass,0.5583082344274428,9.659756318887652,6.157746042921499,1.50637516091032,93,93
Drum & Bass,UK Garage - Bassline,0.0,8.256315809525027,8.965485266196444,1.740299527658255,93,96
Dubstep,Electro (Classic - Detroit - Modern),0.0,40.12975098184169,7.360293683124362,1.5441778015147416,96,96
Dubstep,Electronica,0.0,17.99480163102992,6.971985675422339,1.3935410636466496,96,95
Dubstep,Funky House,0.0,19.795223785291522,6.3425874633362405,1.4983628404486744,96,98
Dubstep,Hard Dance - Hardcore - Neo Rave,0.5026156447558501,16.461399532707784,5.017523856798121,1.3295608811453328,96,98
Dubstep,Hard Techno,0.3449701588964388,19.387949928831024,6.407359243175587,1.508818770218421,96,96
Dubstep,House,0.0,20.961719106321056,6.426622800744779,1.5308101553137057,96,96
Dubstep,Indie Dance,0.0,30.97426471477383,6.885774178932041,1.706482745902409,96,96
Dubstep,Jackin House,0.0,19.159184492133765,4.854115952369218,1.5139560840543207,96,97
Dubstep,Mainstage,0.3461618804913351,17.125475356644493,5.994922661655466,1.4148784843236948,96,95
Dubstep,Melodic House & Techno,0.0,19.391924940173386,7.303358907580065,1.520826319363677,96,94
Dubstep,Minimal - Deep Tech,0.0,35.55530871302118,5.735288003479579,1.820069734174093,96,98
Dubstep,Nu Disco - Disco,0.0,16.10046710790441,6.391904544720193,1.5004950335438842,96,96
Dubstep,Organic House,0.0,36.228445025577344,8.790782518624125,1.9606603539628265,96,95
Dubstep,Progressive House,0.0,29.481922035981246,8.173439556461378,1.9478423983629685,96,92
Dubstep,Psy-Trance,0.0,24.91514311359049,8.01249802578841,1.8679169473447828,96,97
Dubstep,Tech House,0.0,30.87388800654548,6.921649430075025,1.5391452109417696,96,98
